Tissue	Cluster_ID	Annotation
CVPC	CVPC_1448	caPeak,haPeak
CVPC	CVPC_1449	caPeak,haPeak
CVPC	CVPC_145	eGene,caPeak,haPeak
CVPC	CVPC_1450	caPeak,haPeak
CVPC	CVPC_1451	caPeak
CVPC	CVPC_1452	caPeak,haPeak
CVPC	CVPC_1453	caPeak
CVPC	CVPC_1454	caPeak,haPeak
CVPC	CVPC_1455	caPeak,haPeak
CVPC	CVPC_1456	caPeak,haPeak
CVPC	CVPC_1457	caPeak,haPeak
CVPC	CVPC_1458	caPeak,haPeak
CVPC	CVPC_1459	caPeak,haPeak
CVPC	CVPC_146	eGene,caPeak,haPeak
CVPC	CVPC_1460	caPeak,haPeak
CVPC	CVPC_1461	caPeak
CVPC	CVPC_1462	caPeak,haPeak
CVPC	CVPC_1463	caPeak,haPeak
CVPC	CVPC_1464	caPeak
CVPC	CVPC_1465	caPeak,haPeak
CVPC	CVPC_1466	caPeak,haPeak
CVPC	CVPC_1467	caPeak,haPeak
CVPC	CVPC_1468	caPeak,haPeak
CVPC	CVPC_1469	caPeak,haPeak
CVPC	CVPC_147	eGene,caPeak,haPeak
CVPC	CVPC_1470	caPeak,haPeak
CVPC	CVPC_1471	caPeak,haPeak
CVPC	CVPC_1472	caPeak,haPeak
CVPC	CVPC_1473	caPeak,haPeak
CVPC	CVPC_1474	caPeak,haPeak
CVPC	CVPC_1475	caPeak,haPeak
CVPC	CVPC_1476	caPeak,haPeak
CVPC	CVPC_1477	caPeak,haPeak
CVPC	CVPC_1478	caPeak,haPeak
CVPC	CVPC_1479	caPeak,haPeak
CVPC	CVPC_148	eGene,haPeak
CVPC	CVPC_1480	caPeak,haPeak
CVPC	CVPC_1481	caPeak,haPeak
CVPC	CVPC_1482	caPeak,haPeak
CVPC	CVPC_1483	caPeak,haPeak
CVPC	CVPC_1484	caPeak,haPeak
CVPC	CVPC_1485	caPeak,haPeak
CVPC	CVPC_1486	caPeak,haPeak
CVPC	CVPC_1487	caPeak,haPeak
CVPC	CVPC_1488	caPeak,haPeak
CVPC	CVPC_1489	caPeak,haPeak
CVPC	CVPC_149	eGene,caPeak,haPeak
CVPC	CVPC_1490	caPeak,haPeak
CVPC	CVPC_1491	caPeak,haPeak
CVPC	CVPC_1492	caPeak,haPeak
CVPC	CVPC_1493	caPeak
CVPC	CVPC_1494	caPeak,haPeak
CVPC	CVPC_1495	caPeak
CVPC	CVPC_1496	caPeak
CVPC	CVPC_1497	caPeak,haPeak
CVPC	CVPC_1498	caPeak,haPeak
CVPC	CVPC_1499	caPeak,haPeak
CVPC	CVPC_15	eGene,caPeak,haPeak
CVPC	CVPC_150	eGene,caPeak,haPeak
CVPC	CVPC_1500	caPeak,haPeak
CVPC	CVPC_1501	caPeak,haPeak
CVPC	CVPC_1502	caPeak,haPeak
CVPC	CVPC_1503	caPeak,haPeak
CVPC	CVPC_1504	caPeak,haPeak
CVPC	CVPC_1505	caPeak,haPeak
CVPC	CVPC_1506	caPeak
CVPC	CVPC_1507	caPeak,haPeak
CVPC	CVPC_1508	caPeak,haPeak
CVPC	CVPC_1509	caPeak,haPeak
CVPC	CVPC_151	eGene,caPeak,haPeak
CVPC	CVPC_1510	caPeak,haPeak
CVPC	CVPC_1511	caPeak,haPeak
CVPC	CVPC_1512	caPeak,haPeak
CVPC	CVPC_1513	caPeak,haPeak
CVPC	CVPC_1514	caPeak,haPeak
CVPC	CVPC_1515	caPeak,haPeak
CVPC	CVPC_1516	caPeak,haPeak
CVPC	CVPC_1517	caPeak,haPeak
CVPC	CVPC_1518	caPeak,haPeak
CVPC	CVPC_1519	caPeak
CVPC	CVPC_152	eGene,caPeak,haPeak
CVPC	CVPC_1520	caPeak,haPeak
CVPC	CVPC_1521	caPeak
CVPC	CVPC_1522	caPeak,haPeak
CVPC	CVPC_1523	caPeak,haPeak
CVPC	CVPC_1524	caPeak,haPeak
CVPC	CVPC_1525	caPeak,haPeak
CVPC	CVPC_1526	caPeak,haPeak
CVPC	CVPC_1527	caPeak,haPeak
CVPC	CVPC_1528	caPeak
CVPC	CVPC_1529	caPeak,haPeak
CVPC	CVPC_153	eGene,caPeak,haPeak
CVPC	CVPC_1530	caPeak,haPeak
CVPC	CVPC_1531	caPeak,haPeak
CVPC	CVPC_1532	caPeak,haPeak
CVPC	CVPC_1533	caPeak,haPeak
CVPC	CVPC_1534	caPeak,haPeak
CVPC	CVPC_1535	caPeak,haPeak
CVPC	CVPC_1536	caPeak,haPeak
CVPC	CVPC_1537	caPeak,haPeak
CVPC	CVPC_1538	caPeak,haPeak
CVPC	CVPC_1539	caPeak,haPeak
CVPC	CVPC_154	eGene,caPeak
CVPC	CVPC_1540	caPeak,haPeak
CVPC	CVPC_1541	caPeak,haPeak
CVPC	CVPC_1542	caPeak,haPeak
CVPC	CVPC_1543	caPeak,haPeak
CVPC	CVPC_1544	caPeak,haPeak
CVPC	CVPC_1545	caPeak,haPeak
CVPC	CVPC_1546	caPeak,haPeak
CVPC	CVPC_1547	caPeak,haPeak
CVPC	CVPC_1548	caPeak,haPeak
CVPC	CVPC_1549	caPeak,haPeak
CVPC	CVPC_155	eGene,caPeak,haPeak
CVPC	CVPC_1550	caPeak,haPeak
CVPC	CVPC_1551	caPeak,haPeak
CVPC	CVPC_1552	caPeak,haPeak
CVPC	CVPC_1553	caPeak,haPeak
CVPC	CVPC_1554	caPeak,haPeak
CVPC	CVPC_1555	caPeak,haPeak
CVPC	CVPC_1556	caPeak,haPeak
CVPC	CVPC_1557	caPeak
CVPC	CVPC_1558	caPeak,haPeak
CVPC	CVPC_1559	caPeak,haPeak
CVPC	CVPC_156	eGene,caPeak,haPeak
CVPC	CVPC_1560	caPeak,haPeak
CVPC	CVPC_1561	caPeak,haPeak
CVPC	CVPC_1562	caPeak,haPeak
CVPC	CVPC_1563	caPeak,haPeak
CVPC	CVPC_1564	caPeak,haPeak
CVPC	CVPC_1565	caPeak,haPeak
CVPC	CVPC_1566	caPeak,haPeak
CVPC	CVPC_1567	caPeak,haPeak
CVPC	CVPC_1568	caPeak,haPeak
CVPC	CVPC_1569	caPeak,haPeak
CVPC	CVPC_157	eGene,caPeak,haPeak
CVPC	CVPC_1570	caPeak,haPeak
CVPC	CVPC_1571	caPeak,haPeak
CVPC	CVPC_1572	caPeak,haPeak
CVPC	CVPC_1573	caPeak
CVPC	CVPC_1574	caPeak,haPeak
CVPC	CVPC_1575	caPeak,haPeak
CVPC	CVPC_1576	caPeak,haPeak
CVPC	CVPC_1577	caPeak,haPeak
CVPC	CVPC_1578	caPeak,haPeak
CVPC	CVPC_1579	caPeak,haPeak
CVPC	CVPC_158	eGene,haPeak
CVPC	CVPC_1580	caPeak,haPeak
CVPC	CVPC_1581	caPeak,haPeak
CVPC	CVPC_1582	caPeak
CVPC	CVPC_1583	caPeak,haPeak
CVPC	CVPC_1584	caPeak,haPeak
CVPC	CVPC_1585	caPeak,haPeak
CVPC	CVPC_1586	caPeak,haPeak
CVPC	CVPC_1587	caPeak,haPeak
CVPC	CVPC_1588	caPeak,haPeak
CVPC	CVPC_1589	caPeak,haPeak
CVPC	CVPC_159	eGene,caPeak
CVPC	CVPC_1590	caPeak
CVPC	CVPC_1591	caPeak
CVPC	CVPC_1592	caPeak,haPeak
CVPC	CVPC_1593	caPeak,haPeak
CVPC	CVPC_1594	caPeak,haPeak
CVPC	CVPC_1595	caPeak,haPeak
CVPC	CVPC_1596	caPeak,haPeak
CVPC	CVPC_1597	caPeak,haPeak
CVPC	CVPC_1598	caPeak,haPeak
CVPC	CVPC_1599	caPeak
CVPC	CVPC_16	eGene,caPeak,haPeak
CVPC	CVPC_160	eGene,caPeak,haPeak
CVPC	CVPC_1600	caPeak,haPeak
CVPC	CVPC_1601	caPeak,haPeak
CVPC	CVPC_1602	caPeak,haPeak
CVPC	CVPC_1603	caPeak,haPeak
CVPC	CVPC_1604	caPeak,haPeak
CVPC	CVPC_1605	caPeak,haPeak
CVPC	CVPC_1606	caPeak,haPeak
CVPC	CVPC_1607	caPeak,haPeak
CVPC	CVPC_1608	caPeak,haPeak
CVPC	CVPC_1609	caPeak,haPeak
CVPC	CVPC_161	eGene,caPeak,haPeak
CVPC	CVPC_1610	caPeak,haPeak
CVPC	CVPC_1611	caPeak
CVPC	CVPC_1612	caPeak,haPeak
CVPC	CVPC_1613	caPeak,haPeak
CVPC	CVPC_1614	caPeak,haPeak
CVPC	CVPC_1615	caPeak,haPeak
CVPC	CVPC_1616	caPeak,haPeak
CVPC	CVPC_1617	caPeak,haPeak
CVPC	CVPC_1618	caPeak,haPeak
CVPC	CVPC_1619	caPeak
CVPC	CVPC_162	eGene,caPeak,haPeak
CVPC	CVPC_1620	caPeak,haPeak
CVPC	CVPC_1621	caPeak,haPeak
CVPC	CVPC_1622	caPeak
CVPC	CVPC_1623	caPeak,haPeak
CVPC	CVPC_1624	caPeak,haPeak
CVPC	CVPC_1625	caPeak,haPeak
CVPC	CVPC_1626	caPeak,haPeak
CVPC	CVPC_1627	caPeak,haPeak
CVPC	CVPC_1628	caPeak
CVPC	CVPC_1629	caPeak,haPeak
CVPC	CVPC_163	eGene,caPeak,haPeak
CVPC	CVPC_1630	caPeak,haPeak
CVPC	CVPC_1631	caPeak,haPeak
CVPC	CVPC_1632	caPeak,haPeak
CVPC	CVPC_1633	caPeak,haPeak
CVPC	CVPC_1634	caPeak,haPeak
CVPC	CVPC_1635	caPeak,haPeak
CVPC	CVPC_1636	caPeak
CVPC	CVPC_1637	caPeak,haPeak
CVPC	CVPC_1638	caPeak,haPeak
CVPC	CVPC_1639	caPeak,haPeak
CVPC	CVPC_164	eGene,haPeak
CVPC	CVPC_1640	caPeak,haPeak
CVPC	CVPC_1641	caPeak,haPeak
CVPC	CVPC_1642	caPeak
CVPC	CVPC_1643	caPeak,haPeak
CVPC	CVPC_1644	caPeak
CVPC	CVPC_1645	caPeak
CVPC	CVPC_1646	caPeak,haPeak
CVPC	CVPC_1647	caPeak,haPeak
CVPC	CVPC_1648	caPeak,haPeak
CVPC	CVPC_1649	caPeak,haPeak
CVPC	CVPC_165	eGene,caPeak,haPeak
CVPC	CVPC_1650	caPeak
CVPC	CVPC_1651	caPeak,haPeak
CVPC	CVPC_1652	caPeak,haPeak
CVPC	CVPC_1653	caPeak,haPeak
CVPC	CVPC_1654	caPeak,haPeak
CVPC	CVPC_1655	caPeak,haPeak
CVPC	CVPC_1656	caPeak,haPeak
CVPC	CVPC_1657	caPeak,haPeak
CVPC	CVPC_1658	caPeak
CVPC	CVPC_1659	caPeak,haPeak
CVPC	CVPC_166	eGene,caPeak,haPeak
CVPC	CVPC_1660	caPeak,haPeak
CVPC	CVPC_1661	caPeak,haPeak
CVPC	CVPC_1662	caPeak
CVPC	CVPC_1663	caPeak,haPeak
CVPC	CVPC_1664	caPeak,haPeak
CVPC	CVPC_1665	caPeak,haPeak
CVPC	CVPC_1666	caPeak,haPeak
CVPC	CVPC_1667	caPeak,haPeak
CVPC	CVPC_1668	caPeak,haPeak
CVPC	CVPC_1669	caPeak,haPeak
CVPC	CVPC_167	eGene,caPeak,haPeak
CVPC	CVPC_1670	caPeak
CVPC	CVPC_1671	caPeak
CVPC	CVPC_1672	caPeak
CVPC	CVPC_1673	caPeak,haPeak
CVPC	CVPC_1674	caPeak,haPeak
CVPC	CVPC_1675	caPeak,haPeak
CVPC	CVPC_1676	caPeak,haPeak
CVPC	CVPC_1677	caPeak,haPeak
CVPC	CVPC_1678	caPeak,haPeak
CVPC	CVPC_1679	caPeak,haPeak
CVPC	CVPC_168	eGene,caPeak,haPeak
CVPC	CVPC_1680	caPeak,haPeak
CVPC	CVPC_1681	caPeak,haPeak
CVPC	CVPC_1682	caPeak,haPeak
CVPC	CVPC_1683	caPeak,haPeak
CVPC	CVPC_1684	caPeak,haPeak
CVPC	CVPC_1685	caPeak,haPeak
CVPC	CVPC_1686	caPeak,haPeak
CVPC	CVPC_1687	caPeak
CVPC	CVPC_1688	caPeak
CVPC	CVPC_1689	caPeak
CVPC	CVPC_169	eGene,caPeak,haPeak
CVPC	CVPC_1690	caPeak,haPeak
CVPC	CVPC_1691	caPeak,haPeak
CVPC	CVPC_1692	caPeak,haPeak
CVPC	CVPC_1693	caPeak
CVPC	CVPC_1694	caPeak,haPeak
CVPC	CVPC_1695	caPeak,haPeak
CVPC	CVPC_1696	caPeak,haPeak
CVPC	CVPC_1697	caPeak,haPeak
CVPC	CVPC_1698	caPeak,haPeak
CVPC	CVPC_1699	caPeak,haPeak
CVPC	CVPC_17	eGene,caPeak,haPeak
CVPC	CVPC_170	eGene,caPeak,haPeak
CVPC	CVPC_1700	caPeak,haPeak
CVPC	CVPC_1701	caPeak,haPeak
CVPC	CVPC_1702	caPeak,haPeak
CVPC	CVPC_1703	caPeak,haPeak
CVPC	CVPC_1704	caPeak
CVPC	CVPC_1705	caPeak
CVPC	CVPC_1706	caPeak,haPeak
CVPC	CVPC_1707	caPeak,haPeak
CVPC	CVPC_1708	caPeak,haPeak
CVPC	CVPC_1709	caPeak,haPeak
CVPC	CVPC_171	eGene,caPeak,haPeak
CVPC	CVPC_1710	caPeak,haPeak
CVPC	CVPC_1711	caPeak,haPeak
CVPC	CVPC_1712	caPeak,haPeak
CVPC	CVPC_1713	caPeak,haPeak
CVPC	CVPC_1714	caPeak,haPeak
CVPC	CVPC_1715	caPeak,haPeak
CVPC	CVPC_1716	caPeak,haPeak
CVPC	CVPC_1717	caPeak,haPeak
CVPC	CVPC_1718	caPeak,haPeak
CVPC	CVPC_1719	caPeak,haPeak
CVPC	CVPC_172	eGene,haPeak
CVPC	CVPC_1720	caPeak,haPeak
CVPC	CVPC_1721	caPeak,haPeak
CVPC	CVPC_1722	caPeak,haPeak
CVPC	CVPC_1723	caPeak,haPeak
CVPC	CVPC_1724	caPeak,haPeak
CVPC	CVPC_1725	caPeak,haPeak
CVPC	CVPC_1726	caPeak,haPeak
CVPC	CVPC_1727	caPeak
CVPC	CVPC_1728	caPeak,haPeak
CVPC	CVPC_1729	caPeak,haPeak
CVPC	CVPC_173	eGene,caPeak,haPeak
CVPC	CVPC_1730	caPeak
CVPC	CVPC_1731	caPeak,haPeak
CVPC	CVPC_1732	caPeak,haPeak
CVPC	CVPC_1733	caPeak,haPeak
CVPC	CVPC_1734	caPeak,haPeak
CVPC	CVPC_1735	caPeak
CVPC	CVPC_1736	caPeak,haPeak
CVPC	CVPC_1737	caPeak,haPeak
CVPC	CVPC_1738	caPeak,haPeak
CVPC	CVPC_1739	caPeak,haPeak
CVPC	CVPC_174	eGene,caPeak,haPeak
CVPC	CVPC_1740	caPeak
CVPC	CVPC_1741	caPeak,haPeak
CVPC	CVPC_1742	caPeak,haPeak
CVPC	CVPC_1743	caPeak,haPeak
CVPC	CVPC_1744	caPeak,haPeak
CVPC	CVPC_1745	caPeak,haPeak
CVPC	CVPC_1746	caPeak,haPeak
CVPC	CVPC_1747	caPeak,haPeak
CVPC	CVPC_1748	caPeak,haPeak
CVPC	CVPC_1749	caPeak,haPeak
CVPC	CVPC_175	eGene,caPeak,haPeak
CVPC	CVPC_1750	caPeak,haPeak
CVPC	CVPC_1751	caPeak,haPeak
CVPC	CVPC_1752	caPeak
CVPC	CVPC_1753	caPeak,haPeak
CVPC	CVPC_1754	caPeak,haPeak
CVPC	CVPC_1755	caPeak,haPeak
CVPC	CVPC_1756	caPeak,haPeak
CVPC	CVPC_1757	caPeak,haPeak
CVPC	CVPC_1758	caPeak,haPeak
CVPC	CVPC_1759	caPeak,haPeak
CVPC	CVPC_176	eGene,haPeak
CVPC	CVPC_1760	caPeak,haPeak
CVPC	CVPC_1761	caPeak,haPeak
CVPC	CVPC_1762	caPeak,haPeak
CVPC	CVPC_1763	caPeak,haPeak
CVPC	CVPC_1764	caPeak,haPeak
CVPC	CVPC_1765	caPeak,haPeak
CVPC	CVPC_1766	caPeak,haPeak
CVPC	CVPC_1767	caPeak,haPeak
CVPC	CVPC_1768	caPeak,haPeak
CVPC	CVPC_1769	caPeak,haPeak
CVPC	CVPC_177	eGene,caPeak,haPeak
CVPC	CVPC_1770	caPeak,haPeak
CVPC	CVPC_1771	caPeak,haPeak
CVPC	CVPC_1772	caPeak
CVPC	CVPC_1773	caPeak,haPeak
CVPC	CVPC_1774	caPeak,haPeak
CVPC	CVPC_1775	caPeak,haPeak
CVPC	CVPC_1776	caPeak,haPeak
CVPC	CVPC_1777	caPeak,haPeak
CVPC	CVPC_1778	caPeak,haPeak
CVPC	CVPC_1779	caPeak,haPeak
CVPC	CVPC_178	eGene,caPeak,haPeak
CVPC	CVPC_1780	caPeak,haPeak
CVPC	CVPC_1781	caPeak,haPeak
CVPC	CVPC_1782	caPeak,haPeak
CVPC	CVPC_1783	caPeak,haPeak
CVPC	CVPC_1784	caPeak,haPeak
CVPC	CVPC_1785	caPeak,haPeak
CVPC	CVPC_1786	caPeak,haPeak
CVPC	CVPC_1787	caPeak,haPeak
CVPC	CVPC_1788	caPeak,haPeak
CVPC	CVPC_1789	caPeak,haPeak
CVPC	CVPC_179	eGene,caPeak,haPeak
CVPC	CVPC_1790	caPeak,haPeak
CVPC	CVPC_1791	caPeak,haPeak
CVPC	CVPC_1792	caPeak,haPeak
CVPC	CVPC_1793	caPeak,haPeak
CVPC	CVPC_1794	caPeak
CVPC	CVPC_1795	caPeak
CVPC	CVPC_1796	caPeak
CVPC	CVPC_1797	caPeak
CVPC	CVPC_1798	caPeak,haPeak
CVPC	CVPC_1799	caPeak,haPeak
CVPC	CVPC_18	eGene,caPeak,haPeak
CVPC	CVPC_180	eGene,caPeak,haPeak
CVPC	CVPC_1800	caPeak,haPeak
CVPC	CVPC_1801	caPeak,haPeak
CVPC	CVPC_1802	caPeak,haPeak
CVPC	CVPC_1803	caPeak,haPeak
CVPC	CVPC_1804	caPeak,haPeak
CVPC	CVPC_1805	caPeak
CVPC	CVPC_1806	caPeak,haPeak
CVPC	CVPC_1807	caPeak,haPeak
CVPC	CVPC_1808	caPeak,haPeak
CVPC	CVPC_1809	caPeak,haPeak
CVPC	CVPC_181	eGene,caPeak,haPeak
CVPC	CVPC_1810	caPeak,haPeak
CVPC	CVPC_1811	caPeak,haPeak
CVPC	CVPC_1812	caPeak,haPeak
CVPC	CVPC_1813	caPeak,haPeak
CVPC	CVPC_1814	caPeak,haPeak
CVPC	CVPC_1815	caPeak
CVPC	CVPC_1816	caPeak,haPeak
CVPC	CVPC_1817	caPeak,haPeak
CVPC	CVPC_1818	caPeak,haPeak
CVPC	CVPC_1819	caPeak
CVPC	CVPC_182	eGene,caPeak
CVPC	CVPC_1820	caPeak,haPeak
CVPC	CVPC_1821	caPeak,haPeak
CVPC	CVPC_1822	caPeak
CVPC	CVPC_1823	caPeak,haPeak
CVPC	CVPC_1824	caPeak,haPeak
CVPC	CVPC_1825	caPeak,haPeak
CVPC	CVPC_1826	caPeak,haPeak
CVPC	CVPC_1827	caPeak,haPeak
CVPC	CVPC_1828	caPeak
CVPC	CVPC_1829	caPeak,haPeak
CVPC	CVPC_183	eGene,haPeak
CVPC	CVPC_1830	caPeak,haPeak
CVPC	CVPC_1831	caPeak
CVPC	CVPC_1832	caPeak,haPeak
CVPC	CVPC_1833	caPeak,haPeak
CVPC	CVPC_1834	caPeak,haPeak
CVPC	CVPC_1835	caPeak
CVPC	CVPC_1836	caPeak
CVPC	CVPC_1837	caPeak,haPeak
CVPC	CVPC_1838	caPeak,haPeak
CVPC	CVPC_1839	caPeak,haPeak
CVPC	CVPC_184	eGene,caPeak,haPeak
CVPC	CVPC_1840	caPeak,haPeak
CVPC	CVPC_1841	caPeak,haPeak
CVPC	CVPC_1842	caPeak,haPeak
CVPC	CVPC_1843	caPeak
CVPC	CVPC_1844	caPeak,haPeak
CVPC	CVPC_1845	caPeak,haPeak
CVPC	CVPC_1846	caPeak,haPeak
CVPC	CVPC_1847	caPeak
CVPC	CVPC_1848	caPeak,haPeak
CVPC	CVPC_1849	caPeak,haPeak
CVPC	CVPC_185	eGene,caPeak,haPeak
CVPC	CVPC_1850	caPeak
CVPC	CVPC_1851	caPeak,haPeak
CVPC	CVPC_1852	caPeak,haPeak
CVPC	CVPC_1853	caPeak,haPeak
CVPC	CVPC_1854	caPeak,haPeak
CVPC	CVPC_1855	caPeak,haPeak
CVPC	CVPC_1856	caPeak
CVPC	CVPC_1857	caPeak,haPeak
CVPC	CVPC_1858	caPeak,haPeak
CVPC	CVPC_1859	caPeak,haPeak
CVPC	CVPC_186	eGene,caPeak,haPeak
CVPC	CVPC_1860	caPeak,haPeak
CVPC	CVPC_1861	caPeak,haPeak
CVPC	CVPC_1862	caPeak,haPeak
CVPC	CVPC_1863	caPeak,haPeak
CVPC	CVPC_1864	caPeak,haPeak
CVPC	CVPC_1865	caPeak,haPeak
CVPC	CVPC_1866	caPeak,haPeak
CVPC	CVPC_1867	caPeak
CVPC	CVPC_1868	caPeak,haPeak
CVPC	CVPC_1869	caPeak,haPeak
CVPC	CVPC_187	eGene,haPeak
CVPC	CVPC_1870	caPeak,haPeak
CVPC	CVPC_1871	caPeak,haPeak
CVPC	CVPC_1872	caPeak,haPeak
CVPC	CVPC_1873	caPeak,haPeak
CVPC	CVPC_1874	caPeak,haPeak
CVPC	CVPC_1875	caPeak,haPeak
CVPC	CVPC_1876	caPeak,haPeak
CVPC	CVPC_1877	caPeak,haPeak
CVPC	CVPC_1878	caPeak,haPeak
CVPC	CVPC_1879	caPeak,haPeak
CVPC	CVPC_188	eGene,caPeak
CVPC	CVPC_1880	caPeak,haPeak
CVPC	CVPC_1881	caPeak,haPeak
CVPC	CVPC_1882	caPeak,haPeak
CVPC	CVPC_1883	caPeak,haPeak
CVPC	CVPC_1884	caPeak,haPeak
CVPC	CVPC_1885	caPeak,haPeak
CVPC	CVPC_1886	caPeak
CVPC	CVPC_1887	caPeak,haPeak
CVPC	CVPC_1888	caPeak,haPeak
CVPC	CVPC_1889	caPeak,haPeak
CVPC	CVPC_189	eGene
CVPC	CVPC_1890	caPeak,haPeak
CVPC	CVPC_1891	caPeak
CVPC	CVPC_1892	caPeak
CVPC	CVPC_1893	caPeak,haPeak
CVPC	CVPC_1894	caPeak,haPeak
CVPC	CVPC_1895	caPeak,haPeak
CVPC	CVPC_1896	caPeak,haPeak
CVPC	CVPC_1897	caPeak,haPeak
CVPC	CVPC_1898	caPeak
CVPC	CVPC_1899	caPeak,haPeak
CVPC	CVPC_19	eGene,caPeak,haPeak
CVPC	CVPC_190	eGene,haPeak
CVPC	CVPC_1900	caPeak,haPeak
CVPC	CVPC_1901	caPeak,haPeak
CVPC	CVPC_1902	caPeak,haPeak
CVPC	CVPC_1903	caPeak,haPeak
CVPC	CVPC_1904	caPeak,haPeak
CVPC	CVPC_1905	caPeak,haPeak
CVPC	CVPC_1906	caPeak,haPeak
CVPC	CVPC_1907	caPeak,haPeak
CVPC	CVPC_1908	caPeak,haPeak
CVPC	CVPC_1909	caPeak,haPeak
CVPC	CVPC_191	eGene,caPeak,haPeak
CVPC	CVPC_1910	caPeak,haPeak
CVPC	CVPC_1911	caPeak,haPeak
CVPC	CVPC_1912	caPeak,haPeak
CVPC	CVPC_1913	caPeak,haPeak
CVPC	CVPC_1914	caPeak,haPeak
CVPC	CVPC_1915	caPeak
CVPC	CVPC_1916	caPeak,haPeak
CVPC	CVPC_1917	caPeak,haPeak
CVPC	CVPC_1918	caPeak,haPeak
CVPC	CVPC_1919	caPeak,haPeak
CVPC	CVPC_192	eGene,caPeak,haPeak
CVPC	CVPC_1920	caPeak
CVPC	CVPC_1921	caPeak,haPeak
CVPC	CVPC_1922	caPeak,haPeak
CVPC	CVPC_1923	caPeak,haPeak
CVPC	CVPC_1924	caPeak,haPeak
CVPC	CVPC_1925	caPeak
CVPC	CVPC_1926	caPeak,haPeak
CVPC	CVPC_1927	caPeak,haPeak
CVPC	CVPC_1928	caPeak,haPeak
CVPC	CVPC_1929	caPeak,haPeak
CVPC	CVPC_193	eGene,caPeak,haPeak
CVPC	CVPC_1930	caPeak,haPeak
CVPC	CVPC_1931	caPeak,haPeak
CVPC	CVPC_1932	caPeak
CVPC	CVPC_1933	caPeak,haPeak
CVPC	CVPC_1934	caPeak,haPeak
CVPC	CVPC_1935	caPeak,haPeak
CVPC	CVPC_1936	caPeak,haPeak
CVPC	CVPC_1937	caPeak,haPeak
CVPC	CVPC_1938	caPeak,haPeak
CVPC	CVPC_1939	caPeak,haPeak
CVPC	CVPC_194	eGene,caPeak,haPeak
CVPC	CVPC_1940	caPeak
CVPC	CVPC_1941	caPeak,haPeak
CVPC	CVPC_1942	caPeak,haPeak
CVPC	CVPC_1943	caPeak,haPeak
CVPC	CVPC_1944	caPeak,haPeak
CVPC	CVPC_1945	caPeak,haPeak
CVPC	CVPC_1946	caPeak
CVPC	CVPC_1947	caPeak,haPeak
CVPC	CVPC_1948	caPeak,haPeak
CVPC	CVPC_1949	caPeak,haPeak
CVPC	CVPC_195	eGene,caPeak,haPeak
CVPC	CVPC_1950	caPeak,haPeak
CVPC	CVPC_1951	caPeak,haPeak
CVPC	CVPC_1952	caPeak,haPeak
CVPC	CVPC_1953	caPeak,haPeak
CVPC	CVPC_1954	caPeak,haPeak
CVPC	CVPC_1955	caPeak
CVPC	CVPC_1956	caPeak,haPeak
CVPC	CVPC_1957	caPeak,haPeak
CVPC	CVPC_1958	caPeak,haPeak
CVPC	CVPC_1959	caPeak
CVPC	CVPC_196	eGene,haPeak
CVPC	CVPC_1960	caPeak
CVPC	CVPC_1961	caPeak,haPeak
CVPC	CVPC_1962	caPeak,haPeak
CVPC	CVPC_1963	caPeak,haPeak
CVPC	CVPC_1964	caPeak,haPeak
CVPC	CVPC_1965	caPeak,haPeak
CVPC	CVPC_1966	caPeak,haPeak
CVPC	CVPC_1967	caPeak,haPeak
CVPC	CVPC_1968	caPeak,haPeak
CVPC	CVPC_1969	caPeak,haPeak
CVPC	CVPC_197	eGene,caPeak,haPeak
CVPC	CVPC_1970	caPeak,haPeak
CVPC	CVPC_1971	caPeak,haPeak
CVPC	CVPC_1972	caPeak,haPeak
CVPC	CVPC_1973	caPeak
CVPC	CVPC_1974	caPeak,haPeak
CVPC	CVPC_1975	caPeak,haPeak
CVPC	CVPC_1976	caPeak,haPeak
CVPC	CVPC_1977	caPeak,haPeak
CVPC	CVPC_1978	caPeak,haPeak
CVPC	CVPC_1979	caPeak,haPeak
CVPC	CVPC_198	eGene,caPeak,haPeak
CVPC	CVPC_1980	caPeak,haPeak
CVPC	CVPC_1981	caPeak
CVPC	CVPC_1982	caPeak,haPeak
CVPC	CVPC_1983	caPeak,haPeak
CVPC	CVPC_1984	caPeak,haPeak
CVPC	CVPC_1985	caPeak,haPeak
CVPC	CVPC_1986	caPeak,haPeak
CVPC	CVPC_1987	caPeak,haPeak
CVPC	CVPC_1988	caPeak,haPeak
CVPC	CVPC_1989	caPeak,haPeak
CVPC	CVPC_199	eGene,caPeak,haPeak
CVPC	CVPC_1990	caPeak,haPeak
CVPC	CVPC_1991	caPeak
CVPC	CVPC_1992	caPeak,haPeak
CVPC	CVPC_1993	caPeak,haPeak
CVPC	CVPC_1994	caPeak,haPeak
CVPC	CVPC_1995	caPeak,haPeak
CVPC	CVPC_1996	caPeak,haPeak
CVPC	CVPC_1997	caPeak,haPeak
CVPC	CVPC_1998	caPeak,haPeak
CVPC	CVPC_1999	caPeak,haPeak
CVPC	CVPC_2	eGene,caPeak
CVPC	CVPC_20	eGene,caPeak,haPeak
CVPC	CVPC_200	eGene,caPeak,haPeak
CVPC	CVPC_2000	caPeak,haPeak
CVPC	CVPC_2001	caPeak,haPeak
CVPC	CVPC_2002	caPeak,haPeak
CVPC	CVPC_2003	caPeak,haPeak
