qElement_Type	Complexity	V8	min_distance
eGene	Singleton	ENSG00000175166.17	289
eGene	Singleton	ENSG00000175170.16	14430
eGene	Singleton	ENSG00000175193.14	896235
eGene	Singleton	ENSG00000175221.16	603341
eGene	Singleton	ENSG00000175229.7	26105
eGene	Complex	ENSG00000175274.19	5669
eGene	Complex	ENSG00000175287.19	7928
eGene	Complex	ENSG00000175324.10	13840
eGene	Complex	ENSG00000175334.8	531
eGene	Complex	ENSG00000175344.19	995874
eGene	Singleton	ENSG00000175470.20	76124
eGene	Singleton	ENSG00000175536.7	1850
eGene	Complex	ENSG00000175548.9	7960
eGene	Singleton	ENSG00000175567.11	18953
eGene	Singleton	ENSG00000175575.13	23605
eGene	Singleton	ENSG00000175581.14	121223
eGene	Singleton	ENSG00000175595.16	4173
eGene	Complex	ENSG00000175611.14	11712
eGene	Complex	ENSG00000175634.15	68748
eGene	Singleton	ENSG00000175643.10	83065
eGene	Singleton	ENSG00000175764.17	9885
eGene	Complex	ENSG00000175826.12	17860
eGene	Singleton	ENSG00000175832.13	81480
eGene	Singleton	ENSG00000175866.16	425674
eGene	Singleton	ENSG00000175879.9	343857
eGene	Singleton	ENSG00000176018.13	15619
eGene	Singleton	ENSG00000176022.7	175328
eGene	Singleton	ENSG00000176049.16	23609
eGene	Complex	ENSG00000176095.12	815502
eGene	Complex	ENSG00000176105.14	628070
eGene	Singleton	ENSG00000176125.7	126105
eGene	Singleton	ENSG00000176155.21	111267
eGene	Singleton	ENSG00000176204.14	831276
eGene	Complex	ENSG00000176209.12	31602
eGene	Complex	ENSG00000176222.10	22561
eGene	Singleton	ENSG00000176236.6	6740
eGene	Singleton	ENSG00000176273.15	18679
eGene	Singleton	ENSG00000176381.6	128859
eGene	Singleton	ENSG00000176422.14	50502
eGene	Singleton	ENSG00000176473.14	695201
eGene	Complex	ENSG00000176485.14	2332
eGene	Singleton	ENSG00000176490.5	618
eGene	Complex	ENSG00000176531.11	30072
eGene	Singleton	ENSG00000176593.8	14874
eGene	Singleton	ENSG00000176595.4	11506
eGene	Singleton	ENSG00000176597.12	663
eGene	Complex	ENSG00000176623.12	150710
eGene	Singleton	ENSG00000176681.15	312225
eGene	Singleton	ENSG00000176715.17	44325
eGene	Singleton	ENSG00000176731.12	756303
eGene	Complex	ENSG00000176732.7	30794
eGene	Complex	ENSG00000176809.11	122982
eGene	Singleton	ENSG00000176834.14	32592
eGene	Singleton	ENSG00000176845.13	5554
eGene	Singleton	ENSG00000176894.10	50720
eGene	Singleton	ENSG00000176903.5	22600
eGene	Complex	ENSG00000176945.18	71766
eGene	Singleton	ENSG00000176953.13	884
eGene	Singleton	ENSG00000176971.4	139357
eGene	Complex	ENSG00000176978.15	3322
eGene	Complex	ENSG00000177000.13	13170
eGene	Singleton	ENSG00000177042.16	928231
eGene	Singleton	ENSG00000177076.6	32596
eGene	Singleton	ENSG00000177082.13	186262
eGene	Singleton	ENSG00000177133.14	654048
eGene	Complex	ENSG00000177191.3	18086
eGene	Singleton	ENSG00000177301.16	29435
eGene	Singleton	ENSG00000177302.15	42864
eGene	Complex	ENSG00000177311.12	111487
eGene	Singleton	ENSG00000177335.13	993
eGene	Singleton	ENSG00000177370.5	77911
eGene	Singleton	ENSG00000177406.5	978050
eGene	Singleton	ENSG00000177469.13	27256
eGene	Singleton	ENSG00000177479.20	782479
eGene	Complex	ENSG00000177548.13	340315
eGene	Singleton	ENSG00000177576.12	13867
eGene	Singleton	ENSG00000177595.19	850230
eGene	Singleton	ENSG00000177600.9	855526
eGene	Singleton	ENSG00000177646.20	31992
eGene	Singleton	ENSG00000177663.15	20739
eGene	Singleton	ENSG00000177666.17	825094
eGene	Singleton	ENSG00000177679.16	598495
eGene	Singleton	ENSG00000177683.14	45734
eGene	Singleton	ENSG00000177685.17	865924
eGene	Complex	ENSG00000177697.19	867947
eGene	Complex	ENSG00000177700.6	857828
eGene	Complex	ENSG00000177706.9	967705
eGene	Singleton	ENSG00000177788.7	917810
eGene	Singleton	ENSG00000177807.10	15067
eGene	Singleton	ENSG00000177830.18	801562
eGene	Singleton	ENSG00000177853.15	195880
eGene	Singleton	ENSG00000177868.12	9315
eGene	Singleton	ENSG00000177885.15	21229
eGene	Singleton	ENSG00000177932.7	34329
eGene	Complex	ENSG00000177943.14	304540
eGene	Complex	ENSG00000177954.14	463709
eGene	Singleton	ENSG00000177990.12	12971
eGene	Singleton	ENSG00000178028.14	7195
eGene	Singleton	ENSG00000178053.21	4941
eGene	Singleton	ENSG00000178074.6	213600
eGene	Singleton	ENSG00000178202.14	22187
eGene	Complex	ENSG00000178209.17	54304
eGene	Singleton	ENSG00000178222.14	97275
eGene	Singleton	ENSG00000178229.8	20442
eGene	Singleton	ENSG00000178338.11	411
eGene	Singleton	ENSG00000178381.12	967581
eGene	Singleton	ENSG00000178401.16	188119
eGene	Singleton	ENSG00000178409.14	637680
eGene	Singleton	ENSG00000178623.13	17982
eGene	Singleton	ENSG00000178665.16	48376
eGene	Singleton	ENSG00000178718.7	125029
eGene	Singleton	ENSG00000178732.6	1000
eGene	Singleton	ENSG00000178802.18	57684
eGene	Complex	ENSG00000178913.9	912138
eGene	Singleton	ENSG00000178921.14	10213
eGene	Singleton	ENSG00000178922.18	3018
eGene	Complex	ENSG00000178982.10	125556
eGene	Singleton	ENSG00000178988.11	10389
eGene	Complex	ENSG00000179023.9	82
eGene	Singleton	ENSG00000179104.9	128429
eGene	Singleton	ENSG00000179115.11	923058
eGene	Singleton	ENSG00000179119.15	17020
eGene	Singleton	ENSG00000179163.12	17797
eGene	Singleton	ENSG00000179262.10	406039
eGene	Singleton	ENSG00000179388.9	666447
eGene	Singleton	ENSG00000179406.10	176898
eGene	Complex	ENSG00000179528.16	3683
eGene	Singleton	ENSG00000179598.6	20620
eGene	Singleton	ENSG00000179604.10	441145
eGene	Complex	ENSG00000179630.11	57170
eGene	Complex	ENSG00000179632.10	10989
eGene	Complex	ENSG00000179698.14	1889
eGene	Complex	ENSG00000179750.16	20312
eGene	Singleton	ENSG00000179818.17	120728
eGene	Complex	ENSG00000179889.20	61492
eGene	Singleton	ENSG00000179933.6	14926
eGene	Singleton	ENSG00000179954.16	626
eGene	Singleton	ENSG00000179981.11	922507
eGene	Complex	ENSG00000180071.21	28393
eGene	Complex	ENSG00000180089.6	469971
eGene	Complex	ENSG00000180155.20	7928
eGene	Singleton	ENSG00000180185.13	147387
eGene	Singleton	ENSG00000180257.14	1300
eGene	Singleton	ENSG00000180376.17	61290
eGene	Complex	ENSG00000180398.13	35939
eGene	Singleton	ENSG00000180422.3	1525
eGene	Singleton	ENSG00000180458.2	774872
eGene	Singleton	ENSG00000180481.11	14114
eGene	Singleton	ENSG00000180535.4	129386
eGene	Complex	ENSG00000180616.9	7407
eGene	Complex	ENSG00000180644.8	45017
eGene	Singleton	ENSG00000180667.11	23972
eGene	Complex	ENSG00000180767.11	4850
eGene	Singleton	ENSG00000180769.10	265264
eGene	Singleton	ENSG00000180776.17	119768
eGene	Complex	ENSG00000180785.10	11134
eGene	Complex	ENSG00000180801.14	46571
eGene	Singleton	ENSG00000180817.12	8915
eGene	Singleton	ENSG00000180822.12	42991
eGene	Singleton	ENSG00000180855.16	19310
eGene	Singleton	ENSG00000180884.10	918
eGene	Singleton	ENSG00000180902.18	87
eGene	Complex	ENSG00000180914.11	66032
eGene	Singleton	ENSG00000180953.11	162903
eGene	Singleton	ENSG00000180992.7	36610
eGene	Singleton	ENSG00000180999.11	4376
eGene	Singleton	ENSG00000181004.10	94667
eGene	Singleton	ENSG00000181027.11	50368
eGene	Singleton	ENSG00000181029.9	1726
eGene	Singleton	ENSG00000181031.16	669381
eGene	Complex	ENSG00000181035.14	70968
eGene	Complex	ENSG00000181061.14	26007
eGene	Singleton	ENSG00000181072.12	10765
eGene	Singleton	ENSG00000181135.16	5698
eGene	Singleton	ENSG00000181163.14	94
eGene	Singleton	ENSG00000181192.12	380621
eGene	Singleton	ENSG00000181215.16	275277
eGene	Singleton	ENSG00000181240.14	230
eGene	Singleton	ENSG00000181264.9	15207
eGene	Singleton	ENSG00000181381.15	161119
eGene	Singleton	ENSG00000181396.13	24279
eGene	Complex	ENSG00000181408.5	32733
eGene	Singleton	ENSG00000181523.13	5484
eGene	Singleton	ENSG00000181754.7	221
eGene	Complex	ENSG00000181798.4	514
eGene	Singleton	ENSG00000181856.15	772887
eGene	Singleton	ENSG00000181894.15	8046
eGene	Complex	ENSG00000182013.18	92
eGene	Singleton	ENSG00000182050.14	323408
eGene	Singleton	ENSG00000182057.5	26061
eGene	Singleton	ENSG00000182103.5	86194
eGene	Singleton	ENSG00000182108.11	253890
eGene	Singleton	ENSG00000182118.8	222484
eGene	Singleton	ENSG00000182134.17	577805
eGene	Singleton	ENSG00000182149.21	17234
eGene	Singleton	ENSG00000182150.19	64991
eGene	Singleton	ENSG00000182196.14	28516
eGene	Singleton	ENSG00000182218.10	500238
eGene	Singleton	ENSG00000182247.11	401278
eGene	Singleton	ENSG00000182253.15	383334
eGene	Singleton	ENSG00000182307.14	117010
eGene	Complex	ENSG00000182362.14	91593
eGene	Singleton	ENSG00000182372.10	206994
eGene	Singleton	ENSG00000182400.15	41948
eGene	Singleton	ENSG00000182472.9	37142
eGene	Complex	ENSG00000182511.12	2362
eGene	Singleton	ENSG00000182512.5	11089
eGene	Singleton	ENSG00000182534.14	27729
eGene	Singleton	ENSG00000182551.14	2534
eGene	Singleton	ENSG00000182575.8	739957
eGene	Singleton	ENSG00000182600.10	977534
eGene	Complex	ENSG00000182612.11	15724
eGene	Singleton	ENSG00000182628.13	23869
eGene	Singleton	ENSG00000182648.15	105
eGene	Singleton	ENSG00000182667.15	795131
eGene	Singleton	ENSG00000182704.8	376808
eGene	Singleton	ENSG00000182732.18	307734
eGene	Complex	ENSG00000182747.5	40150
eGene	Complex	ENSG00000182919.15	19154
eGene	Singleton	ENSG00000182986.15	186
eGene	Singleton	ENSG00000182993.5	895
eGene	Singleton	ENSG00000183032.12	140289
eGene	Singleton	ENSG00000183054.13	903965
eGene	Singleton	ENSG00000183098.12	647261
eGene	Complex	ENSG00000183172.9	40927
eGene	Singleton	ENSG00000183196.10	60244
eGene	Complex	ENSG00000183208.13	80841
eGene	Singleton	ENSG00000183250.13	3040
eGene	Singleton	ENSG00000183255.12	24108
eGene	Complex	ENSG00000183281.15	236269
eGene	Singleton	ENSG00000183307.4	93
eGene	Singleton	ENSG00000183323.13	28298
eGene	Singleton	ENSG00000183346.9	189
eGene	Singleton	ENSG00000183386.10	68300
eGene	Singleton	ENSG00000183421.12	2832
eGene	Complex	ENSG00000183444.10	8263
eGene	Singleton	ENSG00000183484.12	97003
eGene	Singleton	ENSG00000183495.15	239874
eGene	Singleton	ENSG00000183506.17	70333
eGene	Singleton	ENSG00000183527.12	435950
eGene	Singleton	ENSG00000183549.10	525
eGene	Singleton	ENSG00000183569.18	22605
eGene	Singleton	ENSG00000183570.17	248458
eGene	Singleton	ENSG00000183579.16	224984
eGene	Singleton	ENSG00000183580.10	470923
eGene	Complex	ENSG00000183604.17	19804
eGene	Complex	ENSG00000183605.17	140249
eGene	Singleton	ENSG00000183621.15	241704
eGene	Singleton	ENSG00000183666.20	104049
eGene	Singleton	ENSG00000183688.4	866251
eGene	Singleton	ENSG00000183722.9	88460
eGene	Complex	ENSG00000183726.11	103138
eGene	Singleton	ENSG00000183741.12	451903
eGene	Singleton	ENSG00000183762.13	736415
eGene	Singleton	ENSG00000183765.24	296542
eGene	Singleton	ENSG00000183773.16	550760
eGene	Singleton	ENSG00000183783.7	466747
eGene	Singleton	ENSG00000183793.14	293201
eGene	Singleton	ENSG00000183801.8	587606
eGene	Singleton	ENSG00000183828.15	10402
eGene	Complex	ENSG00000183833.16	3335
eGene	Complex	ENSG00000183856.11	18175
eGene	Complex	ENSG00000183889.12	102623
eGene	Singleton	ENSG00000183891.6	29925
eGene	Complex	ENSG00000183935.5	751
eGene	Singleton	ENSG00000184005.12	9546
eGene	Complex	ENSG00000184014.9	334349
eGene	Singleton	ENSG00000184047.20	34855
eGene	Complex	ENSG00000184060.11	10327
eGene	Complex	ENSG00000184110.15	123218
eGene	Singleton	ENSG00000184117.12	7693
eGene	Singleton	ENSG00000184185.10	1588
eGene	Complex	ENSG00000184206.13	87737
eGene	Singleton	ENSG00000184227.8	26671
eGene	Singleton	ENSG00000184277.13	635
eGene	Singleton	ENSG00000184305.16	663247
eGene	Singleton	ENSG00000184319.19	19126
eGene	Singleton	ENSG00000184384.15	61645
eGene	Singleton	ENSG00000184428.13	60724
eGene	Complex	ENSG00000184432.11	42517
eGene	Singleton	ENSG00000184441.4	25584
eGene	Singleton	ENSG00000184445.12	379411
eGene	Singleton	ENSG00000184465.16	24840
eGene	Singleton	ENSG00000184497.13	7412
eGene	Complex	ENSG00000184500.16	159190
eGene	Singleton	ENSG00000184517.12	5073
eGene	Singleton	ENSG00000184524.6	870159
eGene	Complex	ENSG00000184557.4	102162
eGene	Singleton	ENSG00000184584.14	5180
eGene	Singleton	ENSG00000184588.18	437417
eGene	Singleton	ENSG00000184602.6	913888
eGene	Singleton	ENSG00000184677.18	31327
eGene	Complex	ENSG00000184716.14	110624
eGene	Singleton	ENSG00000184840.12	21377
eGene	Complex	ENSG00000184898.7	32393
eGene	Singleton	ENSG00000184903.10	145228
eGene	Singleton	ENSG00000184908.20	137660
eGene	Singleton	ENSG00000184923.12	12094
eGene	Complex	ENSG00000184949.18	68615
eGene	Singleton	ENSG00000184983.11	94797
eGene	Singleton	ENSG00000184990.13	6136
eGene	Singleton	ENSG00000185000.12	100116
eGene	Complex	ENSG00000185019.17	26364
eGene	Singleton	ENSG00000185024.18	542032
eGene	Complex	ENSG00000185033.15	10546
eGene	Complex	ENSG00000185043.13	11626
eGene	Complex	ENSG00000185049.16	422014
eGene	Singleton	ENSG00000185065.6	18311
eGene	Singleton	ENSG00000185088.14	13702
eGene	Singleton	ENSG00000185090.15	839604
eGene	Singleton	ENSG00000185127.7	148849
eGene	Singleton	ENSG00000185129.8	91187
eGene	Singleton	ENSG00000185133.14	46377
eGene	Singleton	ENSG00000185149.6	3924
eGene	Complex	ENSG00000185155.12	75568
eGene	Complex	ENSG00000185163.10	74162
eGene	Singleton	ENSG00000185201.18	898580
eGene	Singleton	ENSG00000185261.16	110818
eGene	Singleton	ENSG00000185267.10	767931
eGene	Singleton	ENSG00000185324.22	220369
eGene	Singleton	ENSG00000185339.10	17351
eGene	Singleton	ENSG00000185361.9	853094
eGene	Singleton	ENSG00000185404.17	147665
eGene	Complex	ENSG00000185414.20	470728
eGene	Singleton	ENSG00000185437.16	21027
eGene	Singleton	ENSG00000185475.11	85813
eGene	Complex	ENSG00000185480.12	52869
eGene	Complex	ENSG00000185485.15	197608
eGene	Singleton	ENSG00000185513.18	302015
eGene	Singleton	ENSG00000185561.10	361983
eGene	Complex	ENSG00000185567.7	5395
eGene	Singleton	ENSG00000185608.9	238
eGene	Singleton	ENSG00000185619.19	860715
eGene	Singleton	ENSG00000185621.11	80224
eGene	Singleton	ENSG00000185627.19	782879
eGene	Singleton	ENSG00000185651.16	616610
eGene	Singleton	ENSG00000185736.16	71318
eGene	Singleton	ENSG00000185742.7	22478
eGene	Complex	ENSG00000185745.10	21212
eGene	Singleton	ENSG00000185774.17	400957
eGene	Singleton	ENSG00000185787.15	143709
eGene	Singleton	ENSG00000185808.14	71548
eGene	Singleton	ENSG00000185847.9	5641
eGene	Singleton	ENSG00000185864.19	281717
eGene	Singleton	ENSG00000185880.13	580
eGene	Singleton	ENSG00000185900.11	289590
eGene	Complex	ENSG00000185917.14	71350
eGene	Singleton	ENSG00000185924.7	16990
eGene	Singleton	ENSG00000185989.11	4983
eGene	Singleton	ENSG00000186020.13	35363
eGene	Singleton	ENSG00000186088.16	10216
eGene	Singleton	ENSG00000186106.11	154393
eGene	Singleton	ENSG00000186184.20	1154
eGene	Complex	ENSG00000186187.12	81346
eGene	Complex	ENSG00000186205.14	11354
eGene	Singleton	ENSG00000186230.7	2993
eGene	Singleton	ENSG00000186283.14	13920
eGene	Singleton	ENSG00000186314.12	65669
eGene	Singleton	ENSG00000186432.10	29630
eGene	Complex	ENSG00000186446.12	8255
eGene	Singleton	ENSG00000186448.15	106110
eGene	Complex	ENSG00000186468.13	5281
eGene	Singleton	ENSG00000186470.14	8433
eGene	Singleton	ENSG00000186493.14	219720
eGene	Singleton	ENSG00000186501.15	109439
eGene	Singleton	ENSG00000186522.15	547737
eGene	Singleton	ENSG00000186532.12	237669
eGene	Complex	ENSG00000186654.21	68108
eGene	Complex	ENSG00000186704.9	469096
eGene	Singleton	ENSG00000186716.21	215250
eGene	Singleton	ENSG00000186792.17	4139
eGene	Singleton	ENSG00000186806.6	79948
eGene	Singleton	ENSG00000186866.17	24191
eGene	Singleton	ENSG00000186868.18	247938
eGene	Singleton	ENSG00000186889.10	7281
eGene	Singleton	ENSG00000186907.8	95892
eGene	Singleton	ENSG00000186952.15	122559
eGene	Singleton	ENSG00000187024.15	94198
eGene	Singleton	ENSG00000187049.11	868012
eGene	Singleton	ENSG00000187068.3	26660
eGene	Singleton	ENSG00000187091.14	184581
eGene	Singleton	ENSG00000187097.13	63773
eGene	Singleton	ENSG00000187134.14	2086
eGene	Singleton	ENSG00000187210.14	10347
eGene	Complex	ENSG00000187231.14	10389
eGene	Singleton	ENSG00000187240.17	15500
eGene	Singleton	ENSG00000187260.16	425693
eGene	Singleton	ENSG00000187391.23	772445
eGene	Singleton	ENSG00000187446.12	54844
eGene	Singleton	ENSG00000187486.7	4928
eGene	Singleton	ENSG00000187534.6	993274
eGene	Singleton	ENSG00000187546.14	273223
eGene	Singleton	ENSG00000187550.9	825853
eGene	Complex	ENSG00000187554.14	210400
eGene	Singleton	ENSG00000187624.9	880824
eGene	Singleton	ENSG00000187630.18	32162
eGene	Complex	ENSG00000187634.13	150520
eGene	Singleton	ENSG00000187688.15	5268
eGene	Singleton	ENSG00000187736.14	75678
eGene	Singleton	ENSG00000187741.16	83250
eGene	Singleton	ENSG00000187783.12	153
eGene	Singleton	ENSG00000187790.12	297337
eGene	Singleton	ENSG00000187824.9	514197
eGene	Complex	ENSG00000187860.11	23471
eGene	Singleton	ENSG00000187951.11	690632
eGene	Singleton	ENSG00000187952.9	235183
eGene	Singleton	ENSG00000187994.14	8195
eGene	Singleton	ENSG00000188002.13	112126
eGene	Complex	ENSG00000188004.11	19130
eGene	Singleton	ENSG00000188026.13	30322
eGene	Singleton	ENSG00000188051.7	223932
eGene	Singleton	ENSG00000188092.15	9258
eGene	Complex	ENSG00000188133.6	186605
eGene	Singleton	ENSG00000188171.17	5358
eGene	Singleton	ENSG00000188186.11	871997
eGene	Complex	ENSG00000188199.11	28648
eGene	Complex	ENSG00000188211.9	29128
eGene	Singleton	ENSG00000188219.16	954623
eGene	Complex	ENSG00000188234.15	173566
eGene	Singleton	ENSG00000188242.4	899950
eGene	Singleton	ENSG00000188257.12	216428
eGene	Singleton	ENSG00000188295.15	625
eGene	Singleton	ENSG00000188312.15	79343
eGene	Singleton	ENSG00000188321.14	269789
eGene	Singleton	ENSG00000188372.15	157101
eGene	Singleton	ENSG00000188428.20	978840
eGene	Complex	ENSG00000188505.5	3219
eGene	Singleton	ENSG00000188523.9	6925
eGene	Singleton	ENSG00000188549.13	2
eGene	Complex	ENSG00000188573.8	44
eGene	Singleton	ENSG00000188580.16	24138
eGene	Singleton	ENSG00000188599.18	139397
eGene	Singleton	ENSG00000188611.17	477182
eGene	Singleton	ENSG00000188612.12	51371
eGene	Complex	ENSG00000188613.7	3898
eGene	Singleton	ENSG00000188629.14	332397
eGene	Singleton	ENSG00000188643.11	61998
eGene	Singleton	ENSG00000188659.10	17209
eGene	Complex	ENSG00000188672.19	26380
eGene	Complex	ENSG00000188677.15	24924
eGene	Singleton	ENSG00000188690.15	35504
eGene	Complex	ENSG00000188732.11	12039
eGene	Singleton	ENSG00000188735.13	54695
eGene	Singleton	ENSG00000188747.9	4602
eGene	Singleton	ENSG00000188785.12	51347
eGene	Complex	ENSG00000188818.13	74364
eGene	Singleton	ENSG00000188820.13	69374
eGene	Complex	ENSG00000188825.16	214303
eGene	Complex	ENSG00000188846.14	136658
eGene	Singleton	ENSG00000188859.7	67464
eGene	Singleton	ENSG00000188873.4	971158
eGene	Singleton	ENSG00000188921.14	160
eGene	Singleton	ENSG00000188976.11	20160
eGene	Singleton	ENSG00000188986.9	6392
eGene	Complex	ENSG00000189046.11	33855
eGene	Singleton	ENSG00000189050.16	4709
eGene	Singleton	ENSG00000189060.6	994192
eGene	Singleton	ENSG00000189120.5	671992
eGene	Complex	ENSG00000189144.15	64484
eGene	Singleton	ENSG00000189171.15	15496
eGene	Singleton	ENSG00000189212.15	5415
eGene	Complex	ENSG00000189223.15	24346
eGene	Complex	ENSG00000189266.13	82798
eGene	Complex	ENSG00000189306.11	27542
eGene	Singleton	ENSG00000189308.11	117352
eGene	Complex	ENSG00000189334.9	5476
eGene	Complex	ENSG00000189339.12	199685
eGene	Complex	ENSG00000189403.15	172154
eGene	Complex	ENSG00000196083.11	74034
eGene	Singleton	ENSG00000196104.11	595545
eGene	Complex	ENSG00000196123.13	304343
eGene	Complex	ENSG00000196132.14	3571
eGene	Singleton	ENSG00000196136.18	959592
eGene	Singleton	ENSG00000196139.14	308267
eGene	Singleton	ENSG00000196141.14	76450
eGene	Complex	ENSG00000196151.11	14614
eGene	Complex	ENSG00000196152.10	23458
eGene	Singleton	ENSG00000196199.14	166626
eGene	Singleton	ENSG00000196204.12	12729
eGene	Singleton	ENSG00000196208.14	723377
eGene	Singleton	ENSG00000196218.14	298987
eGene	Singleton	ENSG00000196220.17	343023
eGene	Singleton	ENSG00000196236.13	392033
eGene	Singleton	ENSG00000196247.13	142
eGene	Complex	ENSG00000196268.12	210065
eGene	Singleton	ENSG00000196275.16	166262
eGene	Complex	ENSG00000196284.18	263521
eGene	Singleton	ENSG00000196337.14	786402
eGene	Singleton	ENSG00000196345.13	80102
eGene	Singleton	ENSG00000196357.12	260382
eGene	Complex	ENSG00000196378.13	5993
eGene	Singleton	ENSG00000196396.10	20576
eGene	Singleton	ENSG00000196405.13	886299
eGene	Singleton	ENSG00000196417.13	40081
eGene	Complex	ENSG00000196418.13	47721
eGene	Complex	ENSG00000196428.13	183366
eGene	Singleton	ENSG00000196458.11	32086
eGene	Singleton	ENSG00000072609.18	32084
eGene	Complex	ENSG00000196482.18	520573
eGene	Complex	ENSG00000196497.17	4552
eGene	Singleton	ENSG00000196505.11	734507
eGene	Complex	ENSG00000196526.11	74410
eGene	Singleton	ENSG00000196535.20	9362
eGene	Singleton	ENSG00000196584.4	8228
eGene	Complex	ENSG00000196604.13	71273
eGene	Singleton	ENSG00000196611.6	623759
eGene	Complex	ENSG00000196652.12	303925
eGene	Singleton	ENSG00000196653.12	129836
eGene	Singleton	ENSG00000196655.12	3284
eGene	Singleton	ENSG00000196668.4	600792
eGene	Singleton	ENSG00000196670.14	25200
eGene	Singleton	ENSG00000196683.12	9969
eGene	Singleton	ENSG00000196689.13	736376
eGene	Singleton	ENSG00000196693.15	135028
eGene	Complex	ENSG00000196696.14	122549
eGene	Singleton	ENSG00000196700.9	486278
eGene	Complex	ENSG00000196715.7	124234
eGene	Complex	ENSG00000196743.9	27282
eGene	Singleton	ENSG00000196756.15	2085
eGene	Singleton	ENSG00000196792.12	60602
eGene	Singleton	ENSG00000196793.14	24869
eGene	Singleton	ENSG00000196814.15	58283
eGene	Singleton	ENSG00000196821.10	72546
eGene	Complex	ENSG00000196839.14	9501
eGene	Singleton	ENSG00000196878.15	280379
eGene	Singleton	ENSG00000196937.11	43412
eGene	Complex	ENSG00000196950.14	612530
eGene	Singleton	ENSG00000196954.14	610526
eGene	Singleton	ENSG00000196981.4	68569
eGene	Singleton	ENSG00000197006.15	65282
eGene	Complex	ENSG00000197013.11	90659
eGene	Singleton	ENSG00000197020.12	278359
eGene	Singleton	ENSG00000197024.9	39010
eGene	Singleton	ENSG00000197050.11	727738
eGene	Singleton	ENSG00000197056.11	121774
eGene	Singleton	ENSG00000197119.13	768130
eGene	Singleton	ENSG00000197124.12	43240
eGene	Singleton	ENSG00000197128.13	85463
eGene	Complex	ENSG00000197165.11	2211
eGene	Singleton	ENSG00000197226.13	740251
eGene	Singleton	ENSG00000197245.6	2186
eGene	Complex	ENSG00000197291.9	22798
eGene	Singleton	ENSG00000197302.11	34139
eGene	Singleton	ENSG00000197321.16	34728
eGene	Complex	ENSG00000197345.13	14470
eGene	Singleton	ENSG00000197363.11	48117
eGene	Singleton	ENSG00000197381.18	326314
eGene	Singleton	ENSG00000197442.11	758984
eGene	Singleton	ENSG00000197535.16	123356
eGene	Singleton	ENSG00000197548.13	66403
eGene	Singleton	ENSG00000197555.10	71280
eGene	Singleton	ENSG00000197557.7	12613
eGene	Singleton	ENSG00000197558.13	31796
eGene	Singleton	ENSG00000197563.11	30616
eGene	Singleton	ENSG00000197580.13	12175
eGene	Complex	ENSG00000197586.13	258738
eGene	Complex	ENSG00000197705.10	37181
eGene	Singleton	ENSG00000197712.12	67757
eGene	Singleton	ENSG00000197728.11	55705
eGene	Complex	ENSG00000197757.8	364877
eGene	Singleton	ENSG00000197763.20	19343
eGene	Singleton	ENSG00000197771.13	19948
eGene	Singleton	ENSG00000197780.11	15482
eGene	Singleton	ENSG00000197818.12	157452
eGene	Singleton	ENSG00000197826.13	411011
eGene	Singleton	ENSG00000197841.15	472
eGene	Singleton	ENSG00000197847.12	242835
eGene	Complex	ENSG00000197858.12	8072
eGene	Singleton	ENSG00000197863.9	983126
eGene	Complex	ENSG00000197885.11	12701
eGene	Singleton	ENSG00000197905.10	338408
eGene	Singleton	ENSG00000197912.16	11386
eGene	Complex	ENSG00000197928.11	529
eGene	Singleton	ENSG00000197937.13	586809
eGene	Singleton	ENSG00000197948.11	197903
eGene	Complex	ENSG00000197958.13	17452
eGene	Complex	ENSG00000197978.10	192091
eGene	Singleton	ENSG00000197993.9	385943
eGene	Singleton	ENSG00000198028.4	52729
eGene	Singleton	ENSG00000198056.16	167304
eGene	Complex	ENSG00000198064.15	111299
eGene	Singleton	ENSG00000198108.4	437640
eGene	Singleton	ENSG00000198121.15	616736
eGene	Singleton	ENSG00000198130.16	68911
eGene	Singleton	ENSG00000198131.15	58725
eGene	Singleton	ENSG00000198142.5	72836
eGene	Singleton	ENSG00000198156.11	639217
eGene	Singleton	ENSG00000198168.9	390
eGene	Singleton	ENSG00000198171.13	15159
eGene	Complex	ENSG00000198182.13	33052
eGene	Singleton	ENSG00000198185.12	24933
eGene	Singleton	ENSG00000198198.17	93899
eGene	Singleton	ENSG00000198208.12	12573
eGene	Singleton	ENSG00000198221.12	42920
eGene	Singleton	ENSG00000198237.8	723501
eGene	Singleton	ENSG00000198258.11	434464
eGene	Complex	ENSG00000198270.13	11283
eGene	Singleton	ENSG00000198324.14	4245
eGene	Complex	ENSG00000198336.9	17554
eGene	Complex	ENSG00000198342.10	594027
eGene	Singleton	ENSG00000198346.11	273046
eGene	Singleton	ENSG00000198355.5	1858
eGene	Singleton	ENSG00000198373.13	77077
eGene	Singleton	ENSG00000198400.14	129619
eGene	Singleton	ENSG00000198417.7	823559
eGene	Complex	ENSG00000198453.15	81996
eGene	Complex	ENSG00000198467.16	104
eGene	Singleton	ENSG00000198468.11	19669
eGene	Singleton	ENSG00000198478.8	12157
eGene	Complex	ENSG00000198496.12	9359
eGene	Singleton	ENSG00000198498.10	36630
eGene	Singleton	ENSG00000198515.16	3538
eGene	Singleton	ENSG00000198520.12	239196
eGene	Singleton	ENSG00000198522.14	42556
eGene	Singleton	ENSG00000198523.6	166835
eGene	Singleton	ENSG00000198598.7	10176
